"HMDB.ID","Compound.Name","CSM5FZ3N","CSM5FZ3T","CSM5FZ48","CSM5FZ4A","CSM5FZ4O","CSM5MCTZ","CSM5MCU4","CSM5MCVH","CSM5MCWK","CSM5MCXB","CSM5MCXF","CSM5MCYU","CSM67U9T","CSM67U9V","CSM67U9X","CSM67UH7","CSM79HG4","CSM79HJE","CSM79HJG","CSM79HJI","CSM79HQL","CSM79HQN","CSM79HQR","CSM7KOQ7","ESM5MEB9","ESM5MEDZ","ESM5MEEG","HSM5FZBJ","HSM5MD3L","HSM5MD4S","HSM5MD5Z","HSM5MD7Z","HSM5MD82","HSM5MD86","HSM5MD87","HSM5MD8A","HSM5MD8H","HSM67VDR","HSM67VDX","HSM6XRQB","HSM6XRQC","HSM6XRQE","HSM7J4JT","HSM7J4JV","HSM7J4JW","HSM7J4LP","HSMA33NW","HSMA33NY","MSM5LLDI","MSM5LLEH","MSM5LLFG","MSM5LLIC","MSM5LLIS","MSM6J2H9","MSM6J2JF","MSM6J2JH","MSM6J2NA","MSM6J2PO","MSM6J2Q1","MSM79H8D","MSM79H94","MSM79HD6","MSM9VZFJ","MSM9VZM4","MSM9VZMM","PSM6XBQM","PSM6XBRK","PSM6XBSE","PSM7J188","PSMA265X"
"HMDB00698","glycolithocholate",147082,15615,334521,260586,111279,175114,92609,8936,158115,196999,19112,178309,33663,35667,279646,633351,408477,560514,98075,6377,34446,66552,1135336,36800,30008,5334,10204,80119,3321071,1051088,85959,131962,746766,12076,51638,168512,132926,63015,89074,362036,19234,361977,808868,114158,659086,7168,92921,255158,25660,23189,68105,1845211,151354,3141,498924,129088,348167,129515,25788,112367,250008,75386,49585,70150,26426,422443,525008,8476,46427,73963
"HMDB00637","glycochenodeoxycholate",454280,2065069,837398,6563488,1941201,27871309,1859427,104787227,1943220,1441180,1180269,1843219,370144,437312,7978802,846725,2178941,26175631,1524742,213943690,583387,2444973,42520279,1026775,907314,13690352,388759,133640747,3637333,10844649,1165715,1233247,808158,271852655,600154,605941,1041778,1782479,1221705,2570269,10648762,1294365,1208926,1665274,11530156,207219944,1907001,8102408,114219,1442111,607642,1805199,6739554,613100,2235170,2032751,432044,138158,5630914,1055295,2738992,4991403,562643,1802686,1048464,13882694,596902,9416821,238148,1231139
"HMDB00631","glycodeoxycholate",2810110,128859,1263662,5625212,1690934,15630003,996506,616466,3774060,1055102,766574,629324,299716,212924,1964488,1658404,6696599,13168862,656905,2752618,530882,1806370,20856309,702286,200508,144484,8844,28452427,6244285,4123459,462680,535558,2928108,14846690,417139,887015,530175,203025,433089,535401,1033878,675183,403238,1376075,16644248,3691619,1213149,9356826,108045,849694,806770,3145441,3070257,339337,3770834,2262216,1592612,218801,551835,1362004,1389108,2573309,666912,1035134,302949,7122728,876076,1045644,253056,698531
"HMDB00708","glycoursodeoxycholate",7620,571287,29854,664270,303858,1753560,114832,11041176,97953,68692,19196,338857,17358,NA,133241,37012,93055,2111757,54311,1172378,60980,NA,4051855,255045,1147,241490,1667,8171015,857751,768023,176642,100730,43626,9640351,28180,6654,17721,101177,11789,293181,1669191,13379,3530118,152201,1114304,3719055,43764,288885,9858,133354,133292,46555,211649,8943,282342,138716,164301,5477,324669,71491,271008,593127,63171,102726,53288,1145551,30022,285524,18977,280025
"HMDB00138","glycocholate",303844,3185254,511451,5781576,1349876,58702078,2958282,14974637,2898098,2725341,777850,438176,322033,203570,7627977,500685,1254570,11429809,878557,374298643,490087,1227838,41706237,1164387,246416,56709647,508888,110749011,1939132,5146385,900259,2344589,659820,203582299,728643,146750,152871,943548,560367,451944,10967681,292609,203546,1258190,35245395,265406538,1343338,6790840,1433587,3937777,834458,684909,2905998,859324,731771,2278276,305324,126325,8472642,1794504,1294626,7525401,1002832,765957,2449748,13087304,313066,5466465,286457,1404844
"HMDB00722","taurolithocholate",3879081,149155,324187,206918,134192,768866,3935585,90419,223497,347666,271134,3733939,1242537,408956,1333219,113162,302997,1769866,890383,176832,52651,1795177,5892297,1643136,386836,174161,4813,219086,259408,31021168,1723783,931007,279510,88055,788253,92416,305516,1235476,163690,14428849,110939,2834047,1429940,706344,971489,67671,1002500,250346,21399,134339,92608,1693694,781475,311052,1005425,166776,225119,164544,340577,155690,436866,1165760,4713367,187736,37873,2216150,1362364,1901282,10047618,2164447
"HMDB00951","taurochenodeoxycholate",159491,11545333,468211,3679571,1147597,30526437,5653572,65776063,3091226,500791,3556732,921794,224420,420292,33915016,31839,343114,32331903,389527,508530126,211288,802752,83270968,688912,2138676,100137200,118495,25721108,230150,17117433,1089391,2504371,430843,176179566,432532,246668,412891,2777732,444558,1792499,40369372,672715,595550,689894,8833251,141343066,440811,24899178,23401,4596269,369493,659035,7675431,706174,343812,757848,178942,197999,11424890,1349235,2517755,14176023,972992,3221965,1720010,5619616,408906,490363929,78504,3830252
"HMDB00896","taurodeoxycholate",17678184,73292,779352,2088011,572964,12198706,16503600,172756,3460570,958208,1712744,3879666,1256228,332332,8634042,67746,895998,13740742,813088,888258,121971,1432985,22993626,1606366,1282643,319151,23358,2375504,403477,6927197,2907886,2204627,716154,6854666,572271,293192,297857,1203687,190525,19933860,3083001,1524965,219700,2790882,9910534,1584252,1291941,13520646,27580,1884622,396035,1793254,2980805,637175,1884581,628033,1031396,129067,989657,1062882,1464989,7743524,8878574,990126,320462,4506997,1114070,77106777,1926733,5481186
"HMDB00874","taurohyodeoxycholate/tauroursodeoxycholate",123691,2757540,43276,262168,177361,929427,518669,13884142,79134,109595,55161,351492,70828,67048,1538522,24431,19043,1587029,37200,2090526,55466,46239,9672658,175824,183822,956705,302770,663424,123301,2488806,355645,186293,231019,3221164,781240,102560,387545,289581,133643,4114855,11491135,241888,1109280,481343,407013,1362967,122964,657619,889,612511,50799,187866,478207,175655,135388,83632,51185,145744,501361,50389,247622,1142059,235477,561311,139603,607483,200507,21001230,83280,714936
"HMDB00932","tauro-alpha-muricholate/tauro-beta-muricholate",49623,687969,473,1237,15995,77835,867097,2272166,3257,60917,15719,13985,4770,1266,363511,NA,13277,23901,1238,1443788,71,30300,953813,48356,94585,101181,12204,150003,4072,813678,371709,16189,11891,203122,21776,696,5073,21155,27,111920,2478584,12455,77769,39362,291626,161789,4855,21912,NA,427960,1154,12513,59835,30547,357,113,NA,9096,41339,755,1873,233108,27618,8142,9291,31407,1634,5885558,4028,136372
"HMDB00036","taurocholate",410700,71890765,461119,2557378,746536,57017149,7684173,34456024,1985812,4853886,2279084,329832,283126,374892,70992672,118399,438338,13062067,391849,863432532,131441,666887,53083911,854298,4413688,98357610,275119,18713641,224989,4078445,552574,3196713,312207,142924683,606630,499498,268042,961039,557884,2804055,28820998,1066544,300015,472046,19203876,173847262,487280,8851895,48569,21189027,693372,422958,3407022,842247,190861,694876,728661,101282,12922825,1299196,2488943,17140916,928355,935199,2602949,4458812,560956,622614169,409928,3954560
"HMDB01895","salicylate",23696,95183,260013,93534,334427,215338,22056,280856,69895,99314,259321,17115,40731,92173,273096,40153,42834,120076,76631,48939,31690,128128,98762,39706,43927,53604,54790,91882,20681,35919,30420,32454,18430,119039,447011,18358,28413,35765,16567,14450,26081,82639,237301,30047,24769,44884,44243,60237,87606,31935,32509,27144,111497,168069,28135,32301,33117,164736,239691,27130,18019,54110,13316,27069,27125,244650,13673,389470,42622,63693
"HMDB01889","theophylline",11335759,NA,1350656,3526520,4622915,NA,15868919,NA,2148390,531662,584202,1411640,NA,195295,2275959,1236803,2572331,6628008,2246874,NA,5558436,1397215,911185,97759,92757,NA,638435,NA,NA,NA,1310911,2387532,NA,NA,69212,13475309,272049,1091032,409173,459946,503223,182919,52279,2656456,1055417,NA,7542859,3547607,5774611,2367190,4250198,589171,3537719,2565180,4211090,104720,NA,5843640,10206364,5328684,1762847,11411535,3698324,71432,10199382,190790,763824,2119744,293779,NA
"HMDB29723","saccharin",13804,12144,34569787,51128,3471298,247870,24959,273,159851,904629,410332,1114050,50914,24328,46835,50180,91368,134716,611336,12703,9982,94736,143966,18304,44494548,48829,899,9759117,14959,2218,248712,28725,21878,41540319,896,13669,136628,143690,5125,536562,123389,23444,5243,1853574,7541733,197349,992392,23398,31063,1542,58319,450427,400212,2378,2182,17682,1395,131919,541884,304203,10038,28932,7593,14047,95174,287266,5468,12593,2303,695741
"HMDB00784","azelate",1771517,867622,2485093,977355,2679413,1399044,3828192,3694178,1760934,1015813,1921326,1292613,1654284,3954415,911838,3646101,1533283,505977,1154692,955630,4147952,1538703,937692,8938658,1705885,916215,1684339,865442,1432827,895421,462858,1274105,641634,1972932,1713604,989237,1090800,1600395,993445,439068,703263,3684777,796787,878662,1040735,2661714,1008967,948861,978519,425953,997082,1538105,1706200,1170343,936680,4758377,27975676,5288425,3345644,2678490,1355069,983545,1235010,852046,1222559,1816626,1114336,1009312,384521,1066797
"HMDB00792","sebacate",463936,199539,882731,147731,1016516,1399483,541317,288831,596701,136578,184862,379469,286370,1459529,352202,1354284,496983,123664,262097,86471,2017295,162669,125818,1121901,608379,142918,433490,234918,432236,90372,146935,200308,294571,165455,275265,256684,249741,353235,308086,69322,254513,428685,157241,412449,293029,153303,398273,396039,229807,32930,174655,699716,473160,488021,163118,1282520,2882069,1130768,794708,606415,135775,223743,293409,177413,358070,1397826,238246,125410,45141,349826
"HMDB01928","hydrochlorothiazide",NA,NA,NA,NA,4427965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMDB01933","furosemide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMDB05032","cetrizine",NA,NA,2150,262,1268,NA,NA,NA,614,213,531,2678,NA,NA,NA,443,NA,19,NA,NA,NA,1261,1814,NA,NA,NA,NA,NA,250144,NA,NA,NA,NA,1664,NA,NA,NA,3689280,NA,NA,NA,32,NA,184,NA,1179,NA,NA,1029,10347,NA,NA,NA,162,140,NA,678,81422,316,154,NA,NA,105,9,1343403,NA,108,41,139,NA
"HMDB14420","olmesartan",1527,1830,696,1849,1924,2552,16400,3706,1429,6290,4123,13720,1205,988,6818,869,251,1938,577,11180,973,21905,1202,553,2073,1947,1025,17411,2158,3011,5722,1196,3485,3967,4626,2624,7925,1917,3011,11308,1544,3493,6960,1389,3130,2738,181,3646,1856,1006,1404,4925,1019,6474,1831,1208,4643,418,193,16196,3995,1158,6556,2610,89,1716,11086,782,1371,11849
"HMDB35665","1.2.3.4-tetrahydro-beta-carboline-1.3-dicarboxylate",8059,2475,145792,23137,36502,46955,3842,59815,13962,72,NA,40969,186563,96666,31015,2819,630,4664,2987,45271,30529,75630,93692,44962,14115,8343,1215,58104,136891,40528,569,NA,4336,334542,29102,667,6735,937,610,8066,NA,11173,45512,264,9496,454138,353,5662,1641,85426,30140,46322,8716,138356,6135,5296,59821,150840,4350,10928,18047,28285,24709,998,1913,3916,1205,5963,NA,19408
"HMDB04072","4-hydroxystyrene",1737501,12501,2102680,740426,28352,1611670,4721105,485588,202956,4142608,4566529,1443006,20046,15675,830288,114820,2141377,8609382,20959,94536,19457,2078756,886318,44979,848379,441798,1453384,299871,240275,37271,993142,1732520,270763,290689,1484958,882551,20964,2928265,1149310,65612,350220,172533,628495,192795,2292716,223660,2798468,341727,92319,339676,1504151,39542,1892434,787966,37936,29374,23711,155543,737103,364200,1385797,5677136,8769,1976601,8079646,5820576,520877,534345,182046,668304
"HMDB00866","acetytyrosine",57853,511626,107846,57279,75430,167649,138033,44091,62303,150251,110443,74250,72718,52129,59064,188350,27230,87774,95473,52858,56961,222466,81947,43692,52535,41159,82044,13046,69121,75204,26595,68415,51261,21579,708906,72552,34830,70336,71345,243800,83357,47824,166362,55740,85049,131246,63692,39135,88593,220246,42571,48137,53332,56118,46305,90097,68750,293842,45499,45814,43834,23520,46516,91707,122030,62768,61028,46237,223810,95201
"HMDB01518","alpha-CEHC",13384,3219,2597,8839,3891,7155,4817,2319,10506,20561,13580,1345,15790,2070,13766,5910,4337,28539,11887,8382,10012,NA,8718,4701,3333,17114,6559,594,32673,8561,5046,10139,6869,2680,1763,4074,4382,15040,2623,NA,2967,2103,NA,5181,9046,1846,20836,5194,15122,1852,7498,3903,7993,9823,32349,3398,1195,10095,15298,1696,18328,4506,9212,7809,30642,49103,13707,9269,575,3634
"HMDB02121","carnosol",227163,782250,221817,NA,234660,NA,469976,803192,21292,13587,1338590,77079,57622,16584,11336,4266,5246,937556,1247,3918,1157594,28608,935395,139630,221611,243765,852005,6310,478915,1999833,126453,NA,528047,87341,119647,124644,2194510,12649679,40305,NA,289252,NA,48726,310292,450,98733,93011,358324,37194,127259,1612467,79826,223317,489413,716159,38856,1348411,21840,401014,2499879,1880066,NA,3433240,87837,34060,1265381,4593,366053,NA,180764
"HMDB30180","crustecdysone",NA,375023,NA,8774,474,NA,NA,2212,1633,512,NA,NA,NA,NA,4341,240,64167,NA,NA,565,NA,414,2620,223492,29466,NA,NA,654,1258,3661,NA,25025,NA,3668,NA,98,323,NA,250,389,NA,NA,NA,NA,NA,NA,13161,531,NA,NA,652,213,NA,NA,247,205,550,9250,6064,157,585,1752,131,131,NA,NA,682,NA,264,NA
"HMDB00786","oxypurinol",295868,409867,2272815,123620,915929,1256883,313034,464359,544182,259511,990221,463736,249087,413504,240439,3743032,889134,610399,284373,2109426,507619,770261,241951,1040974,363806,203876,361618,779721,1562461,650183,691538,867048,835926,3086515,461252,129415,388036,132041,56232,1123760,296021,1829305,796927,874645,2281565,9302514,638966,349823,2450810,102636,696250,1135053,127732,533026,266542,1770527,971396,3428388,741069,1297010,711160,174955,381150,800006,880664,855435,943501,76423,483116,461058
"HMDB02100","palmitoylethanolamide",1168943,518070,689247,35640,50678,35277,7066,216286,14316,59957,101983,126879,269439,5320,48342,39529,555461,40349,84543,135481,12777,60852,34793,8933,123133,81311,701905,27109,28997,799163,49100,93652,106720,236113,59422,29620,92104,23556,39119,855845,126777,42253,166926,130912,93570,231069,183200,73723,13237,99994,27151,50069,99268,191390,90584,15523,16215,39358,6731,32736,707569,20972,9805,63589,31208,313107,62797,79520,3742,253210
"HMDB00779","phenyllactate",12132938,790031,14743075,5277616,341092,11487127,32403248,6518133,1649689,36132229,31707957,10417144,174188,142129,6289877,1419663,16220061,58085146,184342,1109683,163382,15428431,9304603,419967,6176611,6321104,13209643,4081169,3173485,1078776,7367118,13025375,2547118,3521230,11339432,6248708,167826,19983242,8591660,3169707,4417049,2576046,4866836,1402353,15945980,2818124,20767584,2388413,1487203,4190660,10586318,537284,13177322,7331584,346695,271763,267870,1561051,5084551,2535601,9436311,41141676,121131,14455549,55727515,38418487,4435351,5153862,3593331,5125779
"HMDB00020","p-hydroxyphenylacetate",167883,1805731,173595,319922,103596,705318,332952,792225,338040,782875,355460,146223,183370,141611,208662,170131,396399,495018,214884,341953,181175,1509597,248210,591855,103043,267362,153521,72942,56928,2818567,1115908,168811,64599,281204,206666,133732,100429,386195,116575,69664,502208,111010,510506,310955,210722,71337,287008,92418,172910,94818,100418,151672,210321,517015,118265,169259,71846,375207,408468,260597,222280,466291,141823,204328,659656,1514830,671707,381712,265621,196459
"HMDB00245","porphobilinogen",5351242,1042083,4772966,7134310,2062692,NA,37319199,6262328,2720086,1933742,2545303,9893502,2634528,2814639,2236264,10996218,1822857,20878167,1183918,21467263,1691975,5174366,10932170,NA,771238,3617609,3539494,1089806,2388927,3827319,2478691,11210411,2753370,20963663,1294558,3008874,3244215,4720294,2284622,5697048,824344,1499552,1566771,1624107,2673228,38143706,1201114,1292275,24373039,16006218,2797623,2317045,10365248,NA,6329164,2775265,2369325,5023957,6218955,5458558,4425765,1184178,6157080,1036241,15155151,1508970,2135135,875231,999181,617495
"HMDB04159","urobilin",11075,1189,625432,272158,57107828,180575,3976644,18260,13548714,1844396,151399,3244,365,2524619,315493,29014360,198980,806893,18979871,7119,29290890,520885,759,11308413,493199,369299,64194,942,1419782,295,20794181,1654991,133078,7987,1521261,104699,12632257,84691,8107091,683,570,4509211,211393,3308792,14228685,132,5618296,23339317,5442298,NA,6061539,15540454,28453546,13763175,403904,32336577,45005319,37428109,27437638,87386140,550235,278331,25253007,20767560,11098535,13058414,7820667,25729,306869,923221
"HMDB02368","nervonic acid",87053,1000557,104956,27745,385084,61763,183417,46987,235050,1114569,139548,132809,215849,208612,74229,804550,566321,433325,442940,76342,837599,87811,297325,699272,240435,314176,4298411,80422,230168,98216,147655,445800,65493,2863640,39593,51479,48246,63599,73749,741031,43606,328879,23786,199267,181989,555559,142524,82383,730079,684676,108341,29985,418617,164409,105182,179962,67824,237579,377569,199265,57905,9988,73294,90169,306813,154629,130911,413350,106436,80691
"HMDB33585","acesulfame",NA,3715061,96900,NA,NA,NA,NA,NA,NA,NA,NA,16841,NA,NA,1681331,NA,419,NA,4508053,NA,552469,NA,NA,NA,673545,NA,241998,NA,NA,NA,442,11261,3504,NA,33384,140511,25461,1211,NA,NA,NA,13389,278246,386306,1402022,1237338,306600,2547,NA,NA,626949,325837,75675,NA,NA,NA,NA,NA,2260683,NA,NA,624371,454,3891,494282,NA,NA,6379661,NA,NA
"HMDB15070","oxymetazoline",167,271,35238,7547,1277969,4992,12072,239,16652,1052,21238,NA,NA,9565,105,623257,940,959,82577,NA,87989,114351,NA,223812,3775,11564,1881,100,142789,NA,23040,7898,10151,129,116783,2607,166452,1579,39884,NA,NA,396139,35991,37176,211175,NA,68615,466254,141465,NA,14640,260375,171377,212262,2651,145795,415576,1144569,33844,497173,14868,1087,99921,56673,17137,24038,178963,NA,366632,93541
